d_idx,v_idx,reward,eta_min,dist_km,speed_kmh,wfactor,capacity,dsize,availability
80,4,-14.571561756134033,17.21360206604004,8.60680103302002,30.0,1.0,1000.0,51.0,1
81,11,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,500.0,174.0,1
82,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,167.0,1
83,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,90.0,1
84,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,132.0,1
85,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,130.0,1
86,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,128.0,1
87,11,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,500.0,196.0,1
88,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,143.0,1
89,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,106.0,1
90,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,58.0,1
91,11,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,500.0,194.0,1
92,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,105.0,1
93,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,50.0,1
94,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,181.0,1
95,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,175.0,1
96,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,91.0,1
97,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,98.0,1
98,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,176.0,1
99,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,103.0,1
100,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,186.0,1
101,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,147.0,1
102,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,94.0,1
103,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,105.0,1
104,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,123.0,1
105,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,106.0,1
106,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,51.0,1
107,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,57.0,1
108,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,70.0,1
109,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,54.0,1
110,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,66.0,1
111,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,62.0,1
112,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,117.0,1
113,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,73.0,1
114,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,82.0,1
115,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,119.0,1
116,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,91.0,1
117,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,98.0,1
118,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,62.0,1
119,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,53.0,1
120,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,160.0,1
121,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,156.0,1
122,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,61.0,1
123,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,122.0,1
124,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,62.0,1
125,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,195.0,1
126,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,100.0,1
127,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,144.0,1
128,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,62.0,1
129,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,199.0,1
130,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,79.0,1
131,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,175.0,1
132,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,71.0,1
133,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,87.0,1
134,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,82.0,1
135,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,112.0,1
136,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,163.0,1
137,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,155.0,1
138,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,97.0,1
139,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,96.0,1
140,11,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,500.0,175.0,1
141,11,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,500.0,185.0,1
142,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,140.0,1
143,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,132.0,1
144,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,160.0,1
145,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,140.0,1
146,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,141.0,1
147,11,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,500.0,184.0,1
148,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,134.0,1
149,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,105.0,1
150,11,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,500.0,172.0,1
151,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,75.0,1
152,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,131.0,1
153,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,129.0,1
154,11,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,500.0,173.0,1
155,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,165.0,1
156,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,160.0,1
157,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,125.0,1
158,4,-14.571561756134033,17.21360206604004,8.60680103302002,30.0,1.0,1000.0,51.0,1
159,11,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,500.0,183.0,1
160,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,64.0,1
161,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,105.0,1
162,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,119.0,1
163,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,78.0,1
164,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,53.0,1
165,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,58.0,1
166,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,57.0,1
167,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,144.0,1
168,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,101.0,1
169,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,150.0,1
170,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,179.0,1
171,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,109.0,1
172,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,180.0,1
173,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,197.0,1
174,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,52.0,1
175,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,107.0,1
176,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,53.0,1
177,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,104.0,1
178,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,83.0,1
179,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,73.0,1
180,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,129.0,1
181,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,90.0,1
182,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,100.0,1
183,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,104.0,1
184,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,115.0,1
185,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,91.0,1
186,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,118.0,1
187,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,55.0,1
188,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,120.0,1
189,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,70.0,1
190,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,97.0,1
191,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,77.0,1
192,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,116.0,1
193,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,109.0,1
194,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,160.0,1
195,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,149.0,1
196,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,109.0,1
197,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,90.0,1
198,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,149.0,1
199,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,133.0,1
200,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,74.0,1
201,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,162.0,1
202,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,53.0,1
203,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,123.0,1
204,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,132.0,1
205,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,134.0,1
206,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,188.0,1
207,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,110.0,1
208,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,88.0,1
209,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,113.0,1
210,11,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,500.0,177.0,1
211,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,81.0,1
212,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,125.0,1
213,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,124.0,1
214,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,116.0,1
215,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,97.0,1
216,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,130.0,1
217,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,166.0,1
218,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,69.0,1
219,11,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,500.0,200.0,1
220,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,115.0,1
221,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,169.0,1
222,4,-14.571561756134033,17.21360206604004,8.60680103302002,30.0,1.0,1000.0,53.0,1
223,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,129.0,1
224,11,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,500.0,186.0,1
225,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,76.0,1
226,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,81.0,1
227,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,162.0,1
228,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,138.0,1
229,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,76.0,1
230,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,172.0,1
231,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,147.0,1
232,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,103.0,1
233,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,140.0,1
234,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,149.0,1
235,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,100.0,1
236,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,58.0,1
237,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,81.0,1
238,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,77.0,1
239,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,115.0,1
240,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,101.0,1
241,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,51.0,1
242,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,85.0,1
243,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,94.0,1
244,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,65.0,1
245,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,50.0,1
246,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,83.0,1
247,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,70.0,1
248,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,75.0,1
249,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,120.0,1
250,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,120.0,1
251,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,147.0,1
252,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,132.0,1
253,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,89.0,1
254,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,159.0,1
255,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,128.0,1
256,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,135.0,1
257,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,151.0,1
258,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,65.0,1
259,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,121.0,1
260,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,80.0,1
261,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,131.0,1
262,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,117.0,1
263,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,145.0,1
264,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,142.0,1
265,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,174.0,1
266,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,193.0,1
267,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,124.0,1
268,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,119.0,1
269,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,93.0,1
270,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,198.0,1
271,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,117.0,1
272,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,87.0,1
273,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,186.0,1
274,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,179.0,1
275,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,164.0,1
276,11,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,500.0,191.0,1
277,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,119.0,1
278,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,146.0,1
279,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,167.0,1
280,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,157.0,1
281,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,166.0,1
282,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,128.0,1
283,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,111.0,1
284,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,134.0,1
285,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,112.0,1
286,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,197.0,1
287,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,164.0,1
