time,zone,lat,lon,demand_size_kg
2025-08-28 01:03:00,Whitefield,12.9698,77.7499,131
2025-08-28 01:09:00,Whitefield,12.9698,77.7499,106
2025-08-28 01:24:00,Whitefield,12.9698,77.7499,64
2025-08-28 01:52:00,Whitefield,12.9698,77.7499,92
2025-08-28 01:12:00,Whitefield,12.9698,77.7499,196
2025-08-28 01:30:00,Whitefield,12.9698,77.7499,148
2025-08-28 01:59:00,Whitefield,12.9698,77.7499,101
2025-08-28 01:07:00,Whitefield,12.9698,77.7499,136
2025-08-28 01:23:00,Whitefield,12.9698,77.7499,195
2025-08-28 01:31:00,Whitefield,12.9698,77.7499,173
2025-08-28 01:17:00,Whitefield,12.9698,77.7499,173
2025-08-28 01:43:00,Koramangala,12.9352,77.6245,126
2025-08-28 01:21:00,Koramangala,12.9352,77.6245,72
2025-08-28 01:58:00,Koramangala,12.9352,77.6245,179
2025-08-28 01:13:00,Koramangala,12.9352,77.6245,171
2025-08-28 01:54:00,Koramangala,12.9352,77.6245,177
2025-08-28 01:55:00,Koramangala,12.9352,77.6245,116
2025-08-28 01:24:00,Koramangala,12.9352,77.6245,51
2025-08-28 01:06:00,Koramangala,12.9352,77.6245,174
2025-08-28 01:35:00,Koramangala,12.9352,77.6245,167
2025-08-28 01:06:00,Koramangala,12.9352,77.6245,90
2025-08-28 01:44:00,Koramangala,12.9352,77.6245,132
2025-08-28 01:12:00,Koramangala,12.9352,77.6245,130
2025-08-28 01:30:00,Koramangala,12.9352,77.6245,128
2025-08-28 01:27:00,Koramangala,12.9352,77.6245,196
2025-08-28 01:40:00,Koramangala,12.9352,77.6245,143
2025-08-28 01:50:00,Koramangala,12.9352,77.6245,106
2025-08-28 01:46:00,Koramangala,12.9352,77.6245,58
2025-08-28 01:25:00,Koramangala,12.9352,77.6245,194
2025-08-28 01:05:00,Koramangala,12.9352,77.6245,105
2025-08-28 01:27:00,Marathahalli,12.9569,77.7011,50
2025-08-28 01:56:00,Marathahalli,12.9569,77.7011,181
2025-08-28 01:45:00,Marathahalli,12.9569,77.7011,175
2025-08-28 01:28:00,Marathahalli,12.9569,77.7011,91
2025-08-28 01:04:00,Marathahalli,12.9569,77.7011,98
2025-08-28 01:06:00,Marathahalli,12.9569,77.7011,176
2025-08-28 01:46:00,Marathahalli,12.9569,77.7011,103
2025-08-28 01:52:00,Marathahalli,12.9569,77.7011,186
2025-08-28 01:01:00,Marathahalli,12.9569,77.7011,147
2025-08-28 01:17:00,Indiranagar,12.9784,77.6408,94
2025-08-28 01:12:00,Indiranagar,12.9784,77.6408,105
2025-08-28 01:21:00,Indiranagar,12.9784,77.6408,123
2025-08-28 01:22:00,Indiranagar,12.9784,77.6408,106
2025-08-28 01:25:00,Indiranagar,12.9784,77.6408,51
2025-08-28 01:23:00,Indiranagar,12.9784,77.6408,57
2025-08-28 01:35:00,Indiranagar,12.9784,77.6408,70
2025-08-28 01:03:00,Indiranagar,12.9784,77.6408,54
2025-08-28 01:20:00,Electronic City,12.8452,77.6602,66
2025-08-28 01:29:00,Electronic City,12.8452,77.6602,62
2025-08-28 01:56:00,Electronic City,12.8452,77.6602,117
2025-08-28 01:52:00,Electronic City,12.8452,77.6602,73
2025-08-28 01:38:00,Electronic City,12.8452,77.6602,82
2025-08-28 01:52:00,Electronic City,12.8452,77.6602,119
2025-08-28 01:05:00,Electronic City,12.8452,77.6602,91
2025-08-28 01:36:00,Electronic City,12.8452,77.6602,98
2025-08-28 01:19:00,Electronic City,12.8452,77.6602,62
2025-08-28 01:49:00,Electronic City,12.8452,77.6602,53
2025-08-28 02:44:00,Yeshwanthpur,13.0186,77.556,160
2025-08-28 02:47:00,Yeshwanthpur,13.0186,77.556,156
2025-08-28 02:59:00,Yeshwanthpur,13.0186,77.556,61
2025-08-28 02:42:00,Yeshwanthpur,13.0186,77.556,122
2025-08-28 02:19:00,Yeshwanthpur,13.0186,77.556,62
2025-08-28 02:57:00,Whitefield,12.9698,77.7499,195
2025-08-28 02:17:00,Whitefield,12.9698,77.7499,100
2025-08-28 02:47:00,Whitefield,12.9698,77.7499,144
2025-08-28 02:53:00,Whitefield,12.9698,77.7499,62
2025-08-28 02:55:00,Whitefield,12.9698,77.7499,199
2025-08-28 02:31:00,Whitefield,12.9698,77.7499,79
2025-08-28 02:31:00,Whitefield,12.9698,77.7499,175
2025-08-28 02:35:00,Whitefield,12.9698,77.7499,71
2025-08-28 02:55:00,Whitefield,12.9698,77.7499,87
2025-08-28 02:10:00,Whitefield,12.9698,77.7499,82
2025-08-28 02:12:00,Whitefield,12.9698,77.7499,112
2025-08-28 02:58:00,Whitefield,12.9698,77.7499,163
2025-08-28 02:56:00,Whitefield,12.9698,77.7499,155
2025-08-28 02:22:00,Whitefield,12.9698,77.7499,97
2025-08-28 02:10:00,Koramangala,12.9352,77.6245,96
2025-08-28 02:47:00,Koramangala,12.9352,77.6245,175
2025-08-28 02:08:00,Koramangala,12.9352,77.6245,185
2025-08-28 02:13:00,Koramangala,12.9352,77.6245,140
2025-08-28 02:34:00,Koramangala,12.9352,77.6245,132
2025-08-28 02:01:00,Koramangala,12.9352,77.6245,160
2025-08-28 02:37:00,Koramangala,12.9352,77.6245,140
2025-08-28 02:23:00,Koramangala,12.9352,77.6245,141
2025-08-28 02:56:00,Koramangala,12.9352,77.6245,184
2025-08-28 02:34:00,Koramangala,12.9352,77.6245,134
2025-08-28 02:03:00,Koramangala,12.9352,77.6245,105
2025-08-28 02:23:00,Koramangala,12.9352,77.6245,172
2025-08-28 02:47:00,Koramangala,12.9352,77.6245,75
2025-08-28 02:31:00,Koramangala,12.9352,77.6245,131
2025-08-28 02:00:00,Koramangala,12.9352,77.6245,129
2025-08-28 02:15:00,Koramangala,12.9352,77.6245,173
2025-08-28 02:33:00,Koramangala,12.9352,77.6245,165
2025-08-28 02:58:00,Koramangala,12.9352,77.6245,160
2025-08-28 02:54:00,Koramangala,12.9352,77.6245,125
2025-08-28 02:07:00,Koramangala,12.9352,77.6245,51
2025-08-28 02:02:00,Koramangala,12.9352,77.6245,183
2025-08-28 02:57:00,Koramangala,12.9352,77.6245,64
2025-08-28 02:35:00,Koramangala,12.9352,77.6245,105
2025-08-28 02:30:00,Koramangala,12.9352,77.6245,119
2025-08-28 02:56:00,Marathahalli,12.9569,77.7011,78
2025-08-28 02:20:00,Marathahalli,12.9569,77.7011,53
2025-08-28 02:49:00,Marathahalli,12.9569,77.7011,58
2025-08-28 02:20:00,Marathahalli,12.9569,77.7011,57
2025-08-28 02:01:00,Marathahalli,12.9569,77.7011,144
2025-08-28 02:39:00,Marathahalli,12.9569,77.7011,101
2025-08-28 02:42:00,Marathahalli,12.9569,77.7011,150
2025-08-28 02:44:00,Marathahalli,12.9569,77.7011,179
2025-08-28 02:15:00,Marathahalli,12.9569,77.7011,109
2025-08-28 02:07:00,Marathahalli,12.9569,77.7011,180
2025-08-28 02:23:00,Marathahalli,12.9569,77.7011,197
2025-08-28 02:27:00,Indiranagar,12.9784,77.6408,52
2025-08-28 02:18:00,Indiranagar,12.9784,77.6408,107
2025-08-28 02:32:00,Indiranagar,12.9784,77.6408,53
2025-08-28 02:06:00,Indiranagar,12.9784,77.6408,104
2025-08-28 02:21:00,Indiranagar,12.9784,77.6408,83
2025-08-28 02:18:00,Indiranagar,12.9784,77.6408,73
2025-08-28 02:01:00,Indiranagar,12.9784,77.6408,129
2025-08-28 02:35:00,Indiranagar,12.9784,77.6408,90
2025-08-28 02:24:00,Indiranagar,12.9784,77.6408,100
2025-08-28 02:30:00,Indiranagar,12.9784,77.6408,104
2025-08-28 02:14:00,Indiranagar,12.9784,77.6408,115
2025-08-28 02:56:00,Electronic City,12.8452,77.6602,91
2025-08-28 02:10:00,Electronic City,12.8452,77.6602,118
2025-08-28 02:36:00,Electronic City,12.8452,77.6602,55
2025-08-28 02:58:00,Electronic City,12.8452,77.6602,120
2025-08-28 02:52:00,Electronic City,12.8452,77.6602,70
2025-08-28 02:30:00,Electronic City,12.8452,77.6602,97
2025-08-28 02:39:00,Electronic City,12.8452,77.6602,77
2025-08-28 02:37:00,Electronic City,12.8452,77.6602,116
2025-08-28 03:18:00,Yeshwanthpur,13.0186,77.556,109
2025-08-28 03:39:00,Yeshwanthpur,13.0186,77.556,160
2025-08-28 03:08:00,Yeshwanthpur,13.0186,77.556,149
2025-08-28 03:28:00,Yeshwanthpur,13.0186,77.556,109
2025-08-28 03:10:00,Whitefield,12.9698,77.7499,90
2025-08-28 03:02:00,Whitefield,12.9698,77.7499,149
2025-08-28 03:54:00,Whitefield,12.9698,77.7499,133
2025-08-28 03:35:00,Whitefield,12.9698,77.7499,74
2025-08-28 03:25:00,Whitefield,12.9698,77.7499,162
2025-08-28 03:54:00,Whitefield,12.9698,77.7499,53
2025-08-28 03:01:00,Whitefield,12.9698,77.7499,123
2025-08-28 03:27:00,Whitefield,12.9698,77.7499,132
2025-08-28 03:18:00,Whitefield,12.9698,77.7499,134
2025-08-28 03:04:00,Whitefield,12.9698,77.7499,188
2025-08-28 03:22:00,Whitefield,12.9698,77.7499,110
2025-08-28 03:22:00,Whitefield,12.9698,77.7499,88
2025-08-28 03:47:00,Koramangala,12.9352,77.6245,113
2025-08-28 03:08:00,Koramangala,12.9352,77.6245,177
2025-08-28 03:30:00,Koramangala,12.9352,77.6245,81
2025-08-28 03:44:00,Koramangala,12.9352,77.6245,125
2025-08-28 03:48:00,Koramangala,12.9352,77.6245,124
2025-08-28 03:52:00,Koramangala,12.9352,77.6245,116
2025-08-28 03:43:00,Koramangala,12.9352,77.6245,97
2025-08-28 03:25:00,Koramangala,12.9352,77.6245,130
2025-08-28 03:55:00,Koramangala,12.9352,77.6245,166
2025-08-28 03:43:00,Koramangala,12.9352,77.6245,69
2025-08-28 03:06:00,Koramangala,12.9352,77.6245,200
2025-08-28 03:08:00,Koramangala,12.9352,77.6245,115
2025-08-28 03:27:00,Koramangala,12.9352,77.6245,169
2025-08-28 03:19:00,Koramangala,12.9352,77.6245,53
2025-08-28 03:51:00,Koramangala,12.9352,77.6245,129
2025-08-28 03:16:00,Koramangala,12.9352,77.6245,186
2025-08-28 03:57:00,Koramangala,12.9352,77.6245,76
2025-08-28 03:30:00,Marathahalli,12.9569,77.7011,81
2025-08-28 03:33:00,Marathahalli,12.9569,77.7011,162
2025-08-28 03:37:00,Marathahalli,12.9569,77.7011,138
2025-08-28 03:47:00,Marathahalli,12.9569,77.7011,76
2025-08-28 03:43:00,Marathahalli,12.9569,77.7011,172
2025-08-28 03:14:00,Marathahalli,12.9569,77.7011,147
2025-08-28 03:35:00,Marathahalli,12.9569,77.7011,103
2025-08-28 03:51:00,Marathahalli,12.9569,77.7011,140
2025-08-28 03:41:00,Marathahalli,12.9569,77.7011,149
2025-08-28 03:56:00,Marathahalli,12.9569,77.7011,100
2025-08-28 03:35:00,Indiranagar,12.9784,77.6408,58
2025-08-28 03:35:00,Indiranagar,12.9784,77.6408,81
2025-08-28 03:26:00,Indiranagar,12.9784,77.6408,77
2025-08-28 03:42:00,Indiranagar,12.9784,77.6408,115
2025-08-28 03:13:00,Indiranagar,12.9784,77.6408,101
2025-08-28 03:32:00,Electronic City,12.8452,77.6602,51
2025-08-28 03:08:00,Electronic City,12.8452,77.6602,85
2025-08-28 03:38:00,Electronic City,12.8452,77.6602,94
2025-08-28 03:38:00,Electronic City,12.8452,77.6602,65
2025-08-28 03:00:00,Electronic City,12.8452,77.6602,50
2025-08-28 03:11:00,Electronic City,12.8452,77.6602,83
2025-08-28 03:32:00,Electronic City,12.8452,77.6602,70
2025-08-28 03:08:00,Electronic City,12.8452,77.6602,75
2025-08-28 03:20:00,Electronic City,12.8452,77.6602,120
2025-08-28 04:15:00,Yeshwanthpur,13.0186,77.556,120
2025-08-28 04:58:00,Yeshwanthpur,13.0186,77.556,147
2025-08-28 04:17:00,Yeshwanthpur,13.0186,77.556,132
2025-08-28 04:22:00,Yeshwanthpur,13.0186,77.556,89
2025-08-28 04:22:00,Yeshwanthpur,13.0186,77.556,159
2025-08-28 04:12:00,Yeshwanthpur,13.0186,77.556,128
2025-08-28 04:51:00,Yeshwanthpur,13.0186,77.556,135
2025-08-28 04:03:00,Yeshwanthpur,13.0186,77.556,151
2025-08-28 04:38:00,Yeshwanthpur,13.0186,77.556,65
2025-08-28 04:09:00,Yeshwanthpur,13.0186,77.556,121
2025-08-28 04:23:00,Yeshwanthpur,13.0186,77.556,80
2025-08-28 04:42:00,Yeshwanthpur,13.0186,77.556,131
2025-08-28 04:13:00,Whitefield,12.9698,77.7499,117
2025-08-28 04:35:00,Whitefield,12.9698,77.7499,145
2025-08-28 04:00:00,Whitefield,12.9698,77.7499,142
2025-08-28 04:40:00,Whitefield,12.9698,77.7499,174
2025-08-28 04:47:00,Whitefield,12.9698,77.7499,193
2025-08-28 04:49:00,Whitefield,12.9698,77.7499,124
2025-08-28 04:15:00,Whitefield,12.9698,77.7499,119
2025-08-28 04:44:00,Whitefield,12.9698,77.7499,93
2025-08-28 04:26:00,Whitefield,12.9698,77.7499,198
2025-08-28 04:57:00,Whitefield,12.9698,77.7499,117
2025-08-28 04:08:00,Whitefield,12.9698,77.7499,87
2025-08-28 04:42:00,Whitefield,12.9698,77.7499,186
2025-08-28 04:01:00,Whitefield,12.9698,77.7499,179
2025-08-28 04:49:00,Whitefield,12.9698,77.7499,164
2025-08-28 04:43:00,Koramangala,12.9352,77.6245,191
2025-08-28 04:33:00,Koramangala,12.9352,77.6245,119
2025-08-28 04:13:00,Koramangala,12.9352,77.6245,146
2025-08-28 04:34:00,Koramangala,12.9352,77.6245,167
2025-08-28 04:35:00,Koramangala,12.9352,77.6245,157
2025-08-28 04:04:00,Koramangala,12.9352,77.6245,166
2025-08-28 04:54:00,Koramangala,12.9352,77.6245,128
2025-08-28 04:27:00,Koramangala,12.9352,77.6245,111
2025-08-28 04:11:00,Koramangala,12.9352,77.6245,134
2025-08-28 04:57:00,Marathahalli,12.9569,77.7011,112
2025-08-28 04:50:00,Marathahalli,12.9569,77.7011,197
2025-08-28 04:37:00,Marathahalli,12.9569,77.7011,164
2025-08-28 04:19:00,Marathahalli,12.9569,77.7011,70
2025-08-28 04:10:00,Marathahalli,12.9569,77.7011,66
2025-08-28 04:41:00,Marathahalli,12.9569,77.7011,110
2025-08-28 04:44:00,Marathahalli,12.9569,77.7011,178
2025-08-28 04:39:00,Marathahalli,12.9569,77.7011,63
2025-08-28 04:19:00,Marathahalli,12.9569,77.7011,143
2025-08-28 04:37:00,Marathahalli,12.9569,77.7011,52
2025-08-28 04:10:00,Indiranagar,12.9784,77.6408,106
2025-08-28 04:49:00,Indiranagar,12.9784,77.6408,81
2025-08-28 04:51:00,Indiranagar,12.9784,77.6408,83
2025-08-28 04:05:00,Electronic City,12.8452,77.6602,83
2025-08-28 04:38:00,Electronic City,12.8452,77.6602,54
2025-08-28 04:48:00,Electronic City,12.8452,77.6602,109
2025-08-28 04:55:00,Electronic City,12.8452,77.6602,72
2025-08-28 04:38:00,Electronic City,12.8452,77.6602,113
2025-08-28 04:29:00,Electronic City,12.8452,77.6602,85
2025-08-28 05:02:00,Yeshwanthpur,13.0186,77.556,82
2025-08-28 05:56:00,Yeshwanthpur,13.0186,77.556,97
2025-08-28 05:22:00,Yeshwanthpur,13.0186,77.556,87
2025-08-28 05:31:00,Yeshwanthpur,13.0186,77.556,50
2025-08-28 05:44:00,Yeshwanthpur,13.0186,77.556,146
2025-08-28 05:39:00,Yeshwanthpur,13.0186,77.556,101
2025-08-28 05:52:00,Yeshwanthpur,13.0186,77.556,83
2025-08-28 05:40:00,Yeshwanthpur,13.0186,77.556,98
2025-08-28 05:21:00,Yeshwanthpur,13.0186,77.556,92
2025-08-28 05:53:00,Yeshwanthpur,13.0186,77.556,50
2025-08-28 05:46:00,Yeshwanthpur,13.0186,77.556,101
2025-08-28 05:48:00,Whitefield,12.9698,77.7499,197
2025-08-28 05:50:00,Whitefield,12.9698,77.7499,130
2025-08-28 05:54:00,Whitefield,12.9698,77.7499,92
2025-08-28 05:23:00,Whitefield,12.9698,77.7499,137
2025-08-28 05:01:00,Whitefield,12.9698,77.7499,113
2025-08-28 05:47:00,Whitefield,12.9698,77.7499,145
2025-08-28 05:27:00,Whitefield,12.9698,77.7499,117
2025-08-28 05:48:00,Whitefield,12.9698,77.7499,179
2025-08-28 05:19:00,Whitefield,12.9698,77.7499,120
2025-08-28 05:24:00,Whitefield,12.9698,77.7499,78
2025-08-28 05:06:00,Whitefield,12.9698,77.7499,199
2025-08-28 05:30:00,Koramangala,12.9352,77.6245,64
2025-08-28 05:00:00,Koramangala,12.9352,77.6245,130
2025-08-28 05:03:00,Koramangala,12.9352,77.6245,97
2025-08-28 05:22:00,Koramangala,12.9352,77.6245,78
2025-08-28 05:56:00,Koramangala,12.9352,77.6245,147
2025-08-28 05:51:00,Koramangala,12.9352,77.6245,55
2025-08-28 05:48:00,Koramangala,12.9352,77.6245,125
2025-08-28 05:10:00,Koramangala,12.9352,77.6245,70
2025-08-28 05:42:00,Koramangala,12.9352,77.6245,147
2025-08-28 05:10:00,Koramangala,12.9352,77.6245,141
2025-08-28 05:42:00,Koramangala,12.9352,77.6245,181
2025-08-28 05:16:00,Koramangala,12.9352,77.6245,91
2025-08-28 05:27:00,Koramangala,12.9352,77.6245,137
2025-08-28 05:18:00,Koramangala,12.9352,77.6245,57
2025-08-28 05:39:00,Koramangala,12.9352,77.6245,72
2025-08-28 05:37:00,Marathahalli,12.9569,77.7011,140
2025-08-28 05:23:00,Marathahalli,12.9569,77.7011,145
2025-08-28 05:42:00,Marathahalli,12.9569,77.7011,71
2025-08-28 05:18:00,Marathahalli,12.9569,77.7011,156
2025-08-28 05:43:00,Marathahalli,12.9569,77.7011,178
2025-08-28 05:08:00,Marathahalli,12.9569,77.7011,63
2025-08-28 05:19:00,Marathahalli,12.9569,77.7011,165
2025-08-28 05:42:00,Marathahalli,12.9569,77.7011,151
2025-08-28 05:01:00,Marathahalli,12.9569,77.7011,197
2025-08-28 05:50:00,Marathahalli,12.9569,77.7011,166
2025-08-28 05:14:00,Marathahalli,12.9569,77.7011,106
2025-08-28 05:05:00,Marathahalli,12.9569,77.7011,101
2025-08-28 05:53:00,Marathahalli,12.9569,77.7011,155
2025-08-28 05:54:00,Marathahalli,12.9569,77.7011,189
2025-08-28 05:38:00,Marathahalli,12.9569,77.7011,62
2025-08-28 05:28:00,Marathahalli,12.9569,77.7011,102
2025-08-28 05:11:00,Indiranagar,12.9784,77.6408,111
2025-08-28 05:59:00,Indiranagar,12.9784,77.6408,99
2025-08-28 05:46:00,Indiranagar,12.9784,77.6408,72
2025-08-28 05:18:00,Indiranagar,12.9784,77.6408,97
2025-08-28 05:45:00,Indiranagar,12.9784,77.6408,52
2025-08-28 05:35:00,Indiranagar,12.9784,77.6408,103
2025-08-28 05:27:00,Indiranagar,12.9784,77.6408,88
2025-08-28 05:11:00,Electronic City,12.8452,77.6602,85
2025-08-28 05:05:00,Electronic City,12.8452,77.6602,88
2025-08-28 05:32:00,Electronic City,12.8452,77.6602,118
2025-08-28 05:16:00,Electronic City,12.8452,77.6602,82
2025-08-28 05:01:00,Electronic City,12.8452,77.6602,53
2025-08-28 06:07:00,Yeshwanthpur,13.0186,77.556,104
2025-08-28 06:14:00,Yeshwanthpur,13.0186,77.556,108
2025-08-28 06:53:00,Yeshwanthpur,13.0186,77.556,112
2025-08-28 06:50:00,Yeshwanthpur,13.0186,77.556,85
2025-08-28 06:00:00,Yeshwanthpur,13.0186,77.556,58
2025-08-28 06:09:00,Whitefield,12.9698,77.7499,107
2025-08-28 06:52:00,Whitefield,12.9698,77.7499,123
2025-08-28 06:10:00,Whitefield,12.9698,77.7499,51
2025-08-28 06:12:00,Whitefield,12.9698,77.7499,176
2025-08-28 06:00:00,Whitefield,12.9698,77.7499,57
2025-08-28 06:08:00,Whitefield,12.9698,77.7499,67
2025-08-28 06:53:00,Whitefield,12.9698,77.7499,69
2025-08-28 06:19:00,Whitefield,12.9698,77.7499,148
2025-08-28 06:34:00,Whitefield,12.9698,77.7499,140
2025-08-28 06:41:00,Whitefield,12.9698,77.7499,76
2025-08-28 06:03:00,Whitefield,12.9698,77.7499,135
2025-08-28 06:24:00,Whitefield,12.9698,77.7499,72
2025-08-28 06:52:00,Whitefield,12.9698,77.7499,158
2025-08-28 06:09:00,Whitefield,12.9698,77.7499,97
2025-08-28 06:23:00,Whitefield,12.9698,77.7499,54
2025-08-28 06:53:00,Whitefield,12.9698,77.7499,159
2025-08-28 06:08:00,Whitefield,12.9698,77.7499,178
2025-08-28 06:33:00,Whitefield,12.9698,77.7499,199
2025-08-28 06:17:00,Koramangala,12.9352,77.6245,152
2025-08-28 06:11:00,Koramangala,12.9352,77.6245,135
2025-08-28 06:22:00,Koramangala,12.9352,77.6245,101
2025-08-28 06:12:00,Koramangala,12.9352,77.6245,62
2025-08-28 06:34:00,Koramangala,12.9352,77.6245,147
2025-08-28 06:32:00,Koramangala,12.9352,77.6245,62
2025-08-28 06:16:00,Koramangala,12.9352,77.6245,138
2025-08-28 06:30:00,Koramangala,12.9352,77.6245,177
2025-08-28 06:40:00,Koramangala,12.9352,77.6245,191
2025-08-28 06:19:00,Koramangala,12.9352,77.6245,72
2025-08-28 06:11:00,Koramangala,12.9352,77.6245,187
2025-08-28 06:10:00,Koramangala,12.9352,77.6245,66
2025-08-28 06:35:00,Koramangala,12.9352,77.6245,195
2025-08-28 06:15:00,Koramangala,12.9352,77.6245,87
2025-08-28 06:31:00,Koramangala,12.9352,77.6245,176
2025-08-28 06:25:00,Marathahalli,12.9569,77.7011,57
2025-08-28 06:52:00,Marathahalli,12.9569,77.7011,100
2025-08-28 06:14:00,Marathahalli,12.9569,77.7011,106
2025-08-28 06:28:00,Marathahalli,12.9569,77.7011,79
2025-08-28 06:36:00,Marathahalli,12.9569,77.7011,135
2025-08-28 06:20:00,Marathahalli,12.9569,77.7011,94
2025-08-28 06:56:00,Marathahalli,12.9569,77.7011,141
2025-08-28 06:46:00,Marathahalli,12.9569,77.7011,169
2025-08-28 06:41:00,Marathahalli,12.9569,77.7011,80
2025-08-28 06:19:00,Marathahalli,12.9569,77.7011,97
2025-08-28 06:05:00,Marathahalli,12.9569,77.7011,145
2025-08-28 06:33:00,Marathahalli,12.9569,77.7011,181
2025-08-28 06:49:00,Marathahalli,12.9569,77.7011,130
2025-08-28 06:06:00,Marathahalli,12.9569,77.7011,70
2025-08-28 06:27:00,Marathahalli,12.9569,77.7011,131
2025-08-28 06:36:00,Indiranagar,12.9784,77.6408,109
2025-08-28 06:39:00,Indiranagar,12.9784,77.6408,89
2025-08-28 06:11:00,Indiranagar,12.9784,77.6408,58
2025-08-28 06:05:00,Indiranagar,12.9784,77.6408,132
2025-08-28 06:56:00,Indiranagar,12.9784,77.6408,74
2025-08-28 06:56:00,Indiranagar,12.9784,77.6408,56
2025-08-28 06:48:00,Electronic City,12.8452,77.6602,63
2025-08-28 06:31:00,Electronic City,12.8452,77.6602,101
2025-08-28 06:42:00,Electronic City,12.8452,77.6602,71
2025-08-28 06:26:00,Electronic City,12.8452,77.6602,110
2025-08-28 06:52:00,Electronic City,12.8452,77.6602,113
2025-08-28 06:25:00,Electronic City,12.8452,77.6602,72
2025-08-28 07:12:00,Yeshwanthpur,13.0186,77.556,109
2025-08-28 07:12:00,Yeshwanthpur,13.0186,77.556,90
2025-08-28 07:41:00,Yeshwanthpur,13.0186,77.556,135
2025-08-28 07:44:00,Yeshwanthpur,13.0186,77.556,121
2025-08-28 07:13:00,Yeshwanthpur,13.0186,77.556,123
2025-08-28 07:35:00,Yeshwanthpur,13.0186,77.556,101
2025-08-28 07:18:00,Yeshwanthpur,13.0186,77.556,101
